"dialogue_id","movie_title","movie_chapter","chapter_id","place_name","place_category","character_name","gender","house","species","dialogue","dialogue_no_spells","dialogue_cleaned"
4670,"Harry Potter and the Half-Blood Prince",1,158,"Spinner's End","Dwellings","Narcissa Malfoy","Female","Slytherin","Human","He's just a boy!","He's just a boy!","hes just  boi"
4654,"Harry Potter and the Half-Blood Prince",1,158,"Spinner's End","Dwellings","Bellatrix Lestrange","Female","Slytherin","Human","The Dark Lord is mistaken.","The Dark Lord is mistaken.","dark lord  mistaken"
4662,"Harry Potter and the Half-Blood Prince",1,158,"Spinner's End","Dwellings","Severus Snape","Male","Slytherin","Human","If the Dark Lord has forbidden it, you ought not to speak.","If the Dark Lord has forbidden it, you ought not to speak.","dark lord  forbidden      speak"
4680,"Harry Potter and the Half-Blood Prince",1,158,"Spinner's End","Dwellings","Bellatrix Lestrange","Female","Slytherin","Human","And will you, to the best of your ability, protect him from harm?","And will you, to the best of your ability, protect him from harm?","will    best   ability protect   harm"
4653,"Harry Potter and the Half-Blood Prince",1,158,"Spinner's End","Dwellings","Narcissa Malfoy","Female","Slytherin","Human","The Dark Lord trusts him.","The Dark Lord trusts him.","dark lord trusts"
4660,"Harry Potter and the Half-Blood Prince",1,158,"Spinner's End","Dwellings","Bellatrix Lestrange","Female","Slytherin","Human","You must be joking.","You must be joking.","must  jok"
4656,"Harry Potter and the Half-Blood Prince",1,158,"Spinner's End","Dwellings","Narcissa Malfoy","Female","Slytherin","Human","Well, who can one trust these days?","Well, who can one trust these days?","well  can one trust  dai"
4683,"Harry Potter and the Half-Blood Prince",1,158,"Spinner's End","Dwellings","Severus Snape","Male","Slytherin","Human","I will.","I will.","will"
4671,"Harry Potter and the Half-Blood Prince",1,158,"Spinner's End","Dwellings","Severus Snape","Male","Slytherin","Human","I can't change the Dark Lord's mind.  But it might be possible for me to help Draco.  To provide some... protection.","I can't change the Dark Lord's mind.  But it might be possible for me to help Draco.  To provide some... protection.","cant change  dark lords mind    might  possible    help draco   provide  protect"
4676,"Harry Potter and the Half-Blood Prince",1,158,"Spinner's End","Dwellings","Bellatrix Lestrange","Female","Slytherin","Human","Make the Unbreakable Vow. You see.  It's just empty words. Oh he'll try.  He'll give it his best effort.  But when it matters most he'll slither back into his hole.  Bloody coward...","Make the Unbreakable Vow. You see.  It's just empty words. Oh he'll try.  He'll give it his best effort.  But when it matters most he'll slither back into his hole.  Bloody coward...","make  unbreakable vow  see   just empty words oh hell try  hell give   best effort     matters  hell slither back   hole  bloody coward"
4655,"Harry Potter and the Half-Blood Prince",1,158,"Spinner's End","Dwellings","Bellatrix Lestrange","Female","Slytherin","Human","Or so I believe.","Or so I believe.","believ"
4666,"Harry Potter and the Half-Blood Prince",1,158,"Spinner's End","Dwellings","Severus Snape","Male","Slytherin","Human","Over the years I have played my part well.  So well I've deceived one of the greatest wizards of all time.","Over the years I have played my part well.  So well I've deceived one of the greatest wizards of all time.","years   played  part well   well ive deceived one   greatest wizards   tim"
4675,"Harry Potter and the Half-Blood Prince",1,158,"Spinner's End","Dwellings","Bellatrix Lestrange","Female","Slytherin","Human","Swear to it.","Swear to it.","swear"
4740,"Harry Potter and the Half-Blood Prince",4,161,"The Burrow","Dwellings","Ginny Weasley","Female","Gryffindor","Human","I'm joking, Mum.","I'm joking, Mum.","im joking mum"
5925,"Harry Potter and the Deathly Hallows Part 1",6,189,"The Burrow","Dwellings","Harry Potter","Male","Gryffindor","Human","To what do we owe the pleasure, Minister?","To what do we owe the pleasure, Minister?","owe  pleasure minist"
5907,"Harry Potter and the Deathly Hallows Part 1",5,188,"The Burrow","Dwellings","Ron Weasley","Male","Gryffindor","Human","I mean, they're bits of his soul, the Horcruxes.  Bits of him.  When Dumbledore destroyed the ring and you destroyed Tom Riddle's diary all those years ago -- he must've felt something right?","I mean, they're bits of his soul, the Horcruxes.  Bits of him.  When Dumbledore destroyed the ring and you destroyed Tom Riddle's diary all those years ago -- he must've felt something right?","mean theyre bits   soul  horcruxes  bits     dumbledore destroyed  ring   destroyed tom riddles diary   years ago   mustve felt something right"
5963,"Harry Potter and the Deathly Hallows Part 1",7,190,"The Burrow","Dwellings","Luna Lovegood","Female","Ravenclaw","Human","Come, Daddy.  Harry doesn't want to talk to us right now.  He's just too nice to say so.","Come, Daddy.  Harry doesn't want to talk to us right now.  He's just too nice to say so.","come daddy  harry doesnt want  talk  us right now  hes just  nice  say"
5841,"Harry Potter and the Deathly Hallows Part 1",4,187,"The Burrow","Dwellings","Harry Potter","Male","Gryffindor","Human","What was that?","What was that?",""
5971,"Harry Potter and the Deathly Hallows Part 1",7,190,"The Burrow","Dwellings","Elphias Doge","Male","","Human","The occasional owl.  Though it was strange...","The occasional owl.  Though it was strange...","occasional owl  though   strang"
5844,"Harry Potter and the Deathly Hallows Part 1",4,187,"The Burrow","Dwellings","Rubeus Hagrid","Male","Gryffindor","Half-Human/Half-Giant","Hol' tight, 'arry!  We've got ter get yeh out of here!","Hol' tight, 'arry!  We've got ter get yeh out of here!","hol tight arry  weve got ter get yeh"
5946,"Harry Potter and the Deathly Hallows Part 1",6,189,"The Burrow","Dwellings","Rufus Scrimgeour","Male","","Human","The sword may present itself to any worthy Gryffindor, Miss Granger.  That does not make it that wizard's property.  And in any event the current whereabouts of the sword are unknown.","The sword may present itself to any worthy Gryffindor, Miss Granger.  That does not make it that wizard's property.  And in any event the current whereabouts of the sword are unknown.","sword may present    worthy gryffindor miss granger     make   wizards property     event  current whereabouts   sword  unknown"
4746,"Harry Potter and the Half-Blood Prince",4,161,"The Burrow","Dwellings","Ginny Weasley","Female","Gryffindor","Human","Well his trunk's in the kitchen. And his owl.","Well his trunk's in the kitchen. And his owl.","well  trunks   kitchen   owl"
4767,"Harry Potter and the Half-Blood Prince",4,161,"The Burrow","Dwellings","Harry Potter","Male","Gryffindor","Human","But we're talking about Hogwarts. Dumbledore. What could be safer?","But we're talking about Hogwarts. Dumbledore. What could be safer?","talking  hogwarts dumbledore    saf"
5843,"Harry Potter and the Deathly Hallows Part 1",4,187,"The Burrow","Dwellings","Ghosts","","","","That's him!  The real one!","That's him!  The real one!","thats    real on"
5846,"Harry Potter and the Deathly Hallows Part 1",4,187,"The Burrow","Dwellings","Voldemort","Male","Slytherin","Human","Avada...","Avada...","avada"
5922,"Harry Potter and the Deathly Hallows Part 1",6,189,"The Burrow","Dwellings","Fred Weasley","Male","Gryffindor","Human","Brilliant!","Brilliant!","brilliant"
997,"Harry Potter and the Chamber of Secrets",4,38,"The Burrow","Dwellings","Ron Weasley","Male","Gryffindor","Human","Morning, Dad.","Morning, Dad.","morning dad"
4770,"Harry Potter and the Half-Blood Prince",4,161,"The Burrow","Dwellings","Ron Weasley","Male","Gryffindor","Human","A hundred and fifty.  Give or take a few years.","A hundred and fifty.  Give or take a few years.","hundred  fifty  give  take   year"
5983,"Harry Potter and the Deathly Hallows Part 1",7,190,"The Burrow","Dwellings","Elphias Doge","Male","","Human","A monstrous betrayal.  I can only conclude the rumors are true and that she has become untethered.","A monstrous betrayal.  I can only conclude the rumors are true and that she has become untethered.","monstrous betrayal   can  conclude  rumors  true     become unteth"
5851,"Harry Potter and the Deathly Hallows Part 1",5,188,"The Burrow","Dwellings","Rubeus Hagrid","Male","Gryffindor","Half-Human/Half-Giant","Haven't go' any brandy, have yeh, Molly?  Fer medicinal purposes?","Haven't go' any brandy, have yeh, Molly?  Fer medicinal purposes?","havent go  brandy  yeh molly  fer medicinal purpos"
5913,"Harry Potter and the Deathly Hallows Part 1",6,189,"The Burrow","Dwellings","Harry Potter","Male","Gryffindor","Human","Yes.","Yes.","ye"
2766,"Harry Potter and the Goblet of Fire",2,105,"The Burrow","Dwellings","Ron Weasley","Male","Gryffindor","Human","Bloody hell.","Bloody hell.","bloody hel"
4751,"Harry Potter and the Half-Blood Prince",4,161,"The Burrow","Dwellings","Hermione Granger","Female","Gryffindor","Human","Was that an owl I heard?","Was that an owl I heard?","owl  heard"
1011,"Harry Potter and the Chamber of Secrets",4,38,"The Burrow","Dwellings","Molly Weasley","Female","Gryffindor","Human","Arthur!","Arthur!","arthur"
2784,"Harry Potter and the Goblet of Fire",2,105,"The Burrow","Dwellings","Harry Potter","Male","Gryffindor","Human","What's a 'portkey'?","What's a 'portkey'?","whats  portkei"
4731,"Harry Potter and the Half-Blood Prince",3,160,"The Burrow","Dwellings","Albus Dumbledore","Male","Gryffindor","Human","You are talented, famous and powerful -- everything Horace values.  Professor Slughorn is going to try to collect you, Harry.  You would be his crowning jewel.  That is why he is returning to Hogwarts.  And it is crucial he return...","You are talented, famous and powerful -- everything Horace values.  Professor Slughorn is going to try to collect you, Harry.  You would be his crowning jewel.  That is why he is returning to Hogwarts.  And it is crucial he return...","talented famous  powerful  everything horace values  professor slughorn  going  try  collect  harry      crowning jewel       returning  hogwarts     crucial  return"
5933,"Harry Potter and the Deathly Hallows Part 1",6,189,"The Burrow","Dwellings","Rufus Scrimgeour","Male","","Human","This.  Despite the fact that neither of your friends appear to have been particularly close to their recently deceased Headmaster, he saw fit to remember them in his will.  Now why do you suppose that would be?","This.  Despite the fact that neither of your friends appear to have been particularly close to their recently deceased Headmaster, he saw fit to remember them in his will.  Now why do you suppose that would be?","despite  fact  neither   friends appear    particularly close   recently deceased headmaster  saw fit  remember    will  now    suppose"
5914,"Harry Potter and the Deathly Hallows Part 1",6,189,"The Burrow","Dwellings","Ginny Weasley","Female","Gryffindor","Human","And Ron and Hermione.  They'll not be going back to Hogwarts either?","And Ron and Hermione.  They'll not be going back to Hogwarts either?","ron  hermione  theyll   going back  hogwarts eith"
5725,"Harry Potter and the Deathly Hallows Part 1",1,184,"The Burrow","Dwellings","Mr. Granger","Male","","Human","Are you sure these biscuits are sugar-free?","Are you sure these biscuits are sugar-free?","sure  biscuits  sugarfre"
5936,"Harry Potter and the Deathly Hallows Part 1",6,189,"The Burrow","Dwellings","Rufus Scrimgeour","Male","","Human","'Herein is set forth the Last Will and Testament of Albus Percival Wulfric Brian Dumbledore.  First, to Ronald Bilius Weasley, I leave my Deluminator, a device of my own making, in the hope that -- when things seem most dark -- it will show him the light.'","'Herein is set forth the Last Will and Testament of Albus Percival Wulfric Brian Dumbledore.  First, to Ronald Bilius Weasley, I leave my Deluminator, a device of my own making, in the hope that -- when things seem most dark -- it will show him the light.'","herein  set forth  last will  testament  albus percival wulfric brian dumbledore  first  ronald bilius weasley  leave  deluminator  device    making   hope    things seem  dark   will show   light"
4765,"Harry Potter and the Half-Blood Prince",4,161,"The Burrow","Dwellings","Hermione Granger","Female","Gryffindor","Human","She's not alone.  Even my parents -- and they're Muggles -- know something bad is happening.","She's not alone.  Even my parents -- and they're Muggles -- know something bad is happening.","shes  alone  even  parents   theyre muggles  know something bad  happen"
5871,"Harry Potter and the Deathly Hallows Part 1",5,188,"The Burrow","Dwellings","Hermione Granger","Female","Gryffindor","Human","Really?","Really?","realli"
5944,"Harry Potter and the Deathly Hallows Part 1",6,189,"The Burrow","Dwellings","Rufus Scrimgeour","Male","","Human","Not quite.  Dumbledore left you a second bequest:  The Sword of Godric Gryffindor.  Unfortunately, the Sword of Gryffindor was not Dumbledore's to give away.  As an important historical artifact, it belongs...","Not quite.  Dumbledore left you a second bequest:  The Sword of Godric Gryffindor.  Unfortunately, the Sword of Gryffindor was not Dumbledore's to give away.  As an important historical artifact, it belongs...","quite  dumbledore left   second bequest   sword  godric gryffindor  unfortunately  sword  gryffindor   dumbledores  give away    important historical artifact  belong"
5842,"Harry Potter and the Deathly Hallows Part 1",4,187,"The Burrow","Dwellings","Rubeus Hagrid","Male","Gryffindor","Half-Human/Half-Giant","Dragon fire!","Dragon fire!","dragon fir"
4743,"Harry Potter and the Half-Blood Prince",4,161,"The Burrow","Dwellings","Molly Weasley","Female","Gryffindor","Human","Harry who?","Harry who?","harry"
5954,"Harry Potter and the Deathly Hallows Part 1",7,190,"The Burrow","Dwellings","Harry Potter","Male","Gryffindor","Human","You mean -- But that's brilliant -- I... don't know what to say.","You mean -- But that's brilliant -- I... don't know what to say.","mean   thats brilliant   dont know   sai"
5856,"Harry Potter and the Deathly Hallows Part 1",5,188,"The Burrow","Dwellings","Ginny Weasley","Female","Gryffindor","Human","Remus!  What're you doing!","Remus!  What're you doing!","remus  whatre"
5865,"Harry Potter and the Deathly Hallows Part 1",5,188,"The Burrow","Dwellings","Kingsley Shacklebolt","Male","","Human","The last words Albus Dumbledore spoke to the pair of us?","The last words Albus Dumbledore spoke to the pair of us?","last words albus dumbledore spoke   pair  u"
2780,"Harry Potter and the Goblet of Fire",2,105,"The Burrow","Dwellings","Harry Potter","Male","Gryffindor","Human","Why are they all standing around that manky old boot?","Why are they all standing around that manky old boot?","standing around  manky old boot"
4757,"Harry Potter and the Half-Blood Prince",4,161,"The Burrow","Dwellings","Molly Weasley","Female","Gryffindor","Human","But why didn't you tell us you were coming?","But why didn't you tell us you were coming?","didnt  tell us   com"
4768,"Harry Potter and the Half-Blood Prince",4,161,"The Burrow","Dwellings","Hermione Granger","Female","Gryffindor","Human","There's been a lot of chatter lately.  That he's gotten... old.","There's been a lot of chatter lately.  That he's gotten... old.","theres   lot  chatter lately   hes gotten old"
5993,"Harry Potter and the Deathly Hallows Part 1",7,190,"The Burrow","Dwellings","Muriel","Female","","Human","Of course.  The family moved there after his father killed those three Muggles.  It was quite the scandal. Honestly, my boy, are you sure you knew him at all?","Of course.  The family moved there after his father killed those three Muggles.  It was quite the scandal. Honestly, my boy, are you sure you knew him at all?","course   family moved    father killed  three muggles    quite  scandal honestly  boy   sure  knew"
5989,"Harry Potter and the Deathly Hallows Part 1",7,190,"The Burrow","Dwellings","Muriel","Female","","Human","She knew the Dumbledores as well as anyone.  She'd have letters, perhaps an interesting photograph or two.  I'm sure Rita Skeeter would have thought it well worth a trip to Godric's Hollow to take a peek into that old bird's rattled cage.","She knew the Dumbledores as well as anyone.  She'd have letters, perhaps an interesting photograph or two.  I'm sure Rita Skeeter would have thought it well worth a trip to Godric's Hollow to take a peek into that old bird's rattled cage.","knew  dumbledores  well  anyone  shed  letters perhaps  interesting photograph  two  im sure rita skeeter   thought  well worth  trip  godrics hollow  take  peek   old birds rattled cag"
5839,"Harry Potter and the Deathly Hallows Part 1",4,187,"The Burrow","Dwellings","Harry Potter","Male","Gryffindor","Human","Hagrid!  We've got to help the others!","Hagrid!  We've got to help the others!","hagrid  weve got  help  oth"
5921,"Harry Potter and the Deathly Hallows Part 1",6,189,"The Burrow","Dwellings","Arthur Weasley","Male","Gryffindor","Human","How's it look on your end, boys?","How's it look on your end, boys?","hows  look   end boi"
5845,"Harry Potter and the Deathly Hallows Part 1",4,187,"The Burrow","Dwellings","Harry Potter","Male","Gryffindor","Human","Hagrid... HAGRID...!","Hagrid... HAGRID...!","hagrid hagrid"
5864,"Harry Potter and the Deathly Hallows Part 1",5,188,"The Burrow","Dwellings","Rubeus Hagrid","Male","Gryffindor","Half-Human/Half-Giant","Someone else is back.","Someone else is back.","someone else  back"
4769,"Harry Potter and the Half-Blood Prince",4,161,"The Burrow","Dwellings","Harry Potter","Male","Gryffindor","Human","Rubbish.  He's only -- what?","Rubbish.  He's only -- what?","rubbish  hes"
4748,"Harry Potter and the Half-Blood Prince",4,161,"The Burrow","Dwellings","Ron Weasley","Male","Gryffindor","Human","Harry?  Did someone say Harry?","Harry?  Did someone say Harry?","harry   someone say harri"
4744,"Harry Potter and the Half-Blood Prince",4,161,"The Burrow","Dwellings","Ginny Weasley","Female","Gryffindor","Human","Harry Dimpleton.  Harry Potter, of course.","Harry Dimpleton.  Harry Potter, of course.","harry dimpleton  harry potter  cours"
5926,"Harry Potter and the Deathly Hallows Part 1",6,189,"The Burrow","Dwellings","Rufus Scrimgeour","Male","","Human","I think we both know the answer to that question, Mr. Potter.","I think we both know the answer to that question, Mr. Potter.","think   know  answer   question mr pott"
5918,"Harry Potter and the Deathly Hallows Part 1",6,189,"The Burrow","Dwellings","Ginny Weasley","Female","Gryffindor","Human","Seems silly, doesn't it?  A wedding.  Given everything that's going on.","Seems silly, doesn't it?  A wedding.  Given everything that's going on.","seems silly doesnt    wedding  given everything thats going"
5980,"Harry Potter and the Deathly Hallows Part 1",7,190,"The Burrow","Dwellings","Muriel","Female","","Human","Someone has to pick the bones to get at the truth.  I read your obituary, Elphias.  Lovely.  But you did skate over some of the sticky patches in Dumbledore's life.","Someone has to pick the bones to get at the truth.  I read your obituary, Elphias.  Lovely.  But you did skate over some of the sticky patches in Dumbledore's life.","someone   pick  bones  get   truth   read  obituary elphias  lovely     skate     sticky patches  dumbledores lif"
5976,"Harry Potter and the Deathly Hallows Part 1",7,190,"The Burrow","Dwellings","Harry Potter","Male","Gryffindor","Human","Just curious.  I was... close to Professor Dumbledore.","Just curious.  I was... close to Professor Dumbledore.","just curious    close  professor dumbledor"
5900,"Harry Potter and the Deathly Hallows Part 1",5,188,"The Burrow","Dwellings","Ron Weasley","Male","Gryffindor","Human","And leave Hermione?  Are you mad? We wouldn't last two days without her.","And leave Hermione?  Are you mad? We wouldn't last two days without her.","leave hermione    mad  wouldnt last two days without"
5729,"Harry Potter and the Deathly Hallows Part 1",1,184,"The Burrow","Dwellings","Hermione Granger","Female","Gryffindor","Human","Obliviate.",".","oblivi"
2765,"Harry Potter and the Goblet of Fire",2,105,"The Burrow","Dwellings","Hermione Granger","Female","Gryffindor","Human","Wake up. Wake up Ronald!","Wake up. Wake up Ronald!","wake  wake  ronald"
993,"Harry Potter and the Chamber of Secrets",4,38,"The Burrow","Dwellings","Ron Weasley","Male","Gryffindor","Human","Ginny. She's been talking about you all summer. A bit annoying really.","Ginny. She's been talking about you all summer. A bit annoying really.","ginny shes  talking    summer  bit annoying r"
4736,"Harry Potter and the Half-Blood Prince",3,160,"The Burrow","Dwellings","Albus Dumbledore","Male","Gryffindor","Human","Both are waiting for you.","Both are waiting for you.","waiting"
5990,"Harry Potter and the Deathly Hallows Part 1",7,190,"The Burrow","Dwellings","Harry Potter","Male","Gryffindor","Human","Godric's Hollow?  Bathilda Bagshot lives in Godric's Hollow?","Godric's Hollow?  Bathilda Bagshot lives in Godric's Hollow?","godrics hollow  bathilda bagshot lives  godrics hollow"
5961,"Harry Potter and the Deathly Hallows Part 1",7,190,"The Burrow","Dwellings","Harry Potter","Male","Gryffindor","Human","Nice to meet you, sir.","Nice to meet you, sir.","nice  meet  sir"
2775,"Harry Potter and the Goblet of Fire",2,105,"The Burrow","Dwellings","Harry Potter","Male","Gryffindor","Human","Yes sir. This way.","Yes sir. This way.","yes sir  wai"
5885,"Harry Potter and the Deathly Hallows Part 1",5,188,"The Burrow","Dwellings","Rubeus Hagrid","Male","Gryffindor","Half-Human/Half-Giant","Wha'?  One of us?  Tha's mad.  I'd wager me life it wasn' none of you lot.  An' if it was me I'd kno', wouldn' I?  Talk in me sleep on occasion, I'll admit, but there's only Fang aroun' ter hear an' mostly it's gibberish an' besides I'd cut me tongue out 'fore 'd betray 'arry e'en in me dreams --","Wha'?  One of us?  Tha's mad.  I'd wager me life it wasn' none of you lot.  An' if it was me I'd kno', wouldn' I?  Talk in me sleep on occasion, I'll admit, but there's only Fang aroun' ter hear an' mostly it's gibberish an' besides I'd cut me tongue out 'fore 'd betray 'arry e'en in me dreams --","wha  one  us  thas mad  id wager  life  wasn none   lot       id kno wouldn   talk   sleep  occasion ill admit  theres  fang aroun ter hear  mostly  gibberish  besides id cut  tongue  fore d betray arry een   dreams"
4759,"Harry Potter and the Half-Blood Prince",4,161,"The Burrow","Dwellings","Molly Weasley","Female","Gryffindor","Human","That man.  But then, what would we do without him?  Ron!","That man.  But then, what would we do without him?  Ron!","man        without   ron"
5955,"Harry Potter and the Deathly Hallows Part 1",7,190,"The Burrow","Dwellings","Remus Lupin","Male","Gryffindor","Werewolf","Say yes.","Say yes.","say y"
5991,"Harry Potter and the Deathly Hallows Part 1",7,190,"The Burrow","Dwellings","Muriel","Female","","Human","For years now.  That's where she first met Dumbledore.","For years now.  That's where she first met Dumbledore.","years now  thats   first met dumbledor"
5838,"Harry Potter and the Deathly Hallows Part 1",4,187,"The Burrow","Dwellings","Alastor Moody","Male","","Human","Good luck, everyone.  On the count of three.  One... two --","Good luck, everyone.  On the count of three.  One... two --","good luck everyone    count  three  one two"
5881,"Harry Potter and the Deathly Hallows Part 1",5,188,"The Burrow","Dwellings","Bill Weasley","Male","Gryffindor","Human�(Werewolf�traits)","Mad-Eye's dead.","Mad-Eye's dead.","madeyes dead"
5895,"Harry Potter and the Deathly Hallows Part 1",5,188,"The Burrow","Dwellings","Voldemort","Male","Slytherin","Human","I hope so, Ollivander, for your sake.  I won't be so forgiving next time...","I hope so, Ollivander, for your sake.  I won't be so forgiving next time...","hope  ollivander   sake   wont   forgiving next tim"
5911,"Harry Potter and the Deathly Hallows Part 1",6,189,"The Burrow","Dwellings","Arthur Weasley","Male","Gryffindor","Human","One.  Two.  Three!","One.  Two.  Three!","one  two  thre"
4738,"Harry Potter and the Half-Blood Prince",4,161,"The Burrow","Dwellings","Ginny Weasley","Female","Gryffindor","Human","Hedwig...?  Mum!","Hedwig...?  Mum!","hedwig  mum"
5726,"Harry Potter and the Deathly Hallows Part 1",1,184,"The Burrow","Dwellings","Mrs. Granger","Female","","Human","Quite sure, dear.  See the big bold letters that say 'Sugar Free'?  Dead giveaway.","Quite sure, dear.  See the big bold letters that say 'Sugar Free'?  Dead giveaway.","quite sure dear  see  big bold letters  say sugar free  dead giveawai"
5945,"Harry Potter and the Deathly Hallows Part 1",6,189,"The Burrow","Dwellings","Hermione Granger","Female","Gryffindor","Human","To Harry!  It belongs to Harry! It chose him!  It came to him in the Chamber of Secrets when he most needed it!","To Harry!  It belongs to Harry! It chose him!  It came to him in the Chamber of Secrets when he most needed it!","harry   belongs  harry  chose    came     chamber  secrets    needed"
5948,"Harry Potter and the Deathly Hallows Part 1",6,189,"The Burrow","Dwellings","Rufus Scrimgeour","Male","","Human","The sword is missing. I won't pretend to be your friend, Mr. Potter.  But I assure you I'm not your enemy.","The sword is missing. I won't pretend to be your friend, Mr. Potter.  But I assure you I'm not your enemy.","sword  missing  wont pretend    friend mr potter    assure  im   enemi"
5950,"Harry Potter and the Deathly Hallows Part 1",6,189,"The Burrow","Dwellings","Rufus Scrimgeour","Male","","Human","Dumbledore said something very similar the last time we spoke.","Dumbledore said something very similar the last time we spoke.","dumbledore said something  similar  last time  spok"
5930,"Harry Potter and the Deathly Hallows Part 1",6,189,"The Burrow","Dwellings","Rufus Scrimgeour","Male","","Human","And you, Miss Granger?  How would you characterize your relationship?","And you, Miss Granger?  How would you characterize your relationship?","miss granger     characterize  relationship"
5994,"Harry Potter and the Deathly Hallows Part 1",7,190,"The Burrow","Dwellings","Kingsley Shacklebolt","Male","","Human","The Ministry has fallen.  The Minister of Magic is dead.  They are coming...","The Ministry has fallen.  The Minister of Magic is dead.  They are coming...","ministry  fallen   minister  magic  dead    com"
5890,"Harry Potter and the Deathly Hallows Part 1",5,188,"The Burrow","Dwellings","Garrick Ollivander","Male","Ravenclaw","Human","No!  No!  I believed a different wand would work, I swear!","No!  No!  I believed a different wand would work, I swear!","believed  different wand  work  swear"
4763,"Harry Potter and the Half-Blood Prince",4,161,"The Burrow","Dwellings","Ron Weasley","Male","Gryffindor","Human","Mum sort of lost it last week. Said Ginny and I had no business going back to Hogwarts.  That it's too dangerous.","Mum sort of lost it last week. Said Ginny and I had no business going back to Hogwarts.  That it's too dangerous.","mum sort  lost  last week said ginny     business going back  hogwarts     danger"
5905,"Harry Potter and the Deathly Hallows Part 1",5,188,"The Burrow","Dwellings","Ron Weasley","Male","Gryffindor","Human","Tonight's not the night, mate. You'd only be doing him a favor.","Tonight's not the night, mate. You'd only be doing him a favor.","tonights   night mate youd      favor"
2771,"Harry Potter and the Goblet of Fire",2,105,"The Burrow","Dwellings","Amos Diggory","Male","","Human","Arthur! It's about time son.","Arthur! It's about time son.","arthur   time son"
5985,"Harry Potter and the Deathly Hallows Part 1",7,190,"The Burrow","Dwellings","Muriel","Female","","Human","Well, I don't suppose it'll be a secret once the book comes out. Bathilda Bagshot.","Well, I don't suppose it'll be a secret once the book comes out. Bathilda Bagshot.","well  dont suppose itll   secret   book comes  bathilda bagshot"
5848,"Harry Potter and the Deathly Hallows Part 1",5,188,"The Burrow","Dwellings","Harry Potter","Male","Gryffindor","Human","Is no one back yet?","Is no one back yet?","one back yet"
4739,"Harry Potter and the Half-Blood Prince",4,161,"The Burrow","Dwellings","Ginny Weasley","Female","Gryffindor","Human","Exactly.  How'd you guess?","Exactly.  How'd you guess?","exactly  howd  guess"
5965,"Harry Potter and the Deathly Hallows Part 1",7,190,"The Burrow","Dwellings","Elphias Doge","Male","","Human","Mr. Potter!  By all means!","Mr. Potter!  By all means!","mr potter    mean"
5909,"Harry Potter and the Deathly Hallows Part 1",5,188,"The Burrow","Dwellings","Ron Weasley","Male","Gryffindor","Human","Won't he know he's being hunted?","Won't he know he's being hunted?","wont  know hes  hunt"
2786,"Harry Potter and the Goblet of Fire",2,105,"The Burrow","Dwellings","Arthur Weasley","Male","Gryffindor","Human","Harry!","Harry!","harri"
4762,"Harry Potter and the Half-Blood Prince",4,161,"The Burrow","Dwellings","Hermione Granger","Female","Gryffindor","Human","A few days ago.  Though... for a bit, I wasn't sure I was coming.","A few days ago.  Though... for a bit, I wasn't sure I was coming.","days ago  though   bit  wasnt sure   com"
1013,"Harry Potter and the Chamber of Secrets",4,38,"The Burrow","Dwellings","Harry Potter","Male","Gryffindor","Human","Oh, umm","Oh, umm","oh umm"
1020,"Harry Potter and the Chamber of Secrets",4,38,"The Burrow","Dwellings","Fred Weasley","Male","Gryffindor","Human","This lot won't come cheap, Mum. The spell books alone are very expensive.","This lot won't come cheap, Mum. The spell books alone are very expensive.","lot wont come cheap mum  spell books alone   expens"
5978,"Harry Potter and the Deathly Hallows Part 1",7,190,"The Burrow","Dwellings","Woman","","","","Don't despair, Elphias.  I'm told he's been thoroughly unriddled by Rita Skeeter.  In 800 pages no less.","Don't despair, Elphias.  I'm told he's been thoroughly unriddled by Rita Skeeter.  In 800 pages no less.","dont despair elphias  im told hes  thoroughly unriddled  rita skeeter    pages  less"
985,"Harry Potter and the Chamber of Secrets",4,38,"The Burrow","Dwellings","Ron Weasley","Male","Gryffindor","Human","It's not much, but it's home.","It's not much, but it's home.","much   hom"
5959,"Harry Potter and the Deathly Hallows Part 1",7,190,"The Burrow","Dwellings","Luna Lovegood","Female","Ravenclaw","Human","Very well.  I was bitten by a garden gnome only moments ago.","Very well.  I was bitten by a garden gnome only moments ago.","well    bitten   garden gnome  moments ago"
5879,"Harry Potter and the Deathly Hallows Part 1",5,188,"The Burrow","Dwellings","Fred Weasley","Male","Gryffindor","Human","With the whole wide world of ear- related humor at your disposal, you go for holey?  Pathetic.","With the whole wide world of ear- related humor at your disposal, you go for holey?  Pathetic.","whole wide world  ear related humor   disposal  go  holey  pathet"
4764,"Harry Potter and the Half-Blood Prince",4,161,"The Burrow","Dwellings","Harry Potter","Male","Gryffindor","Human","Oh come on...","Oh come on...","oh come"
5957,"Harry Potter and the Deathly Hallows Part 1",7,190,"The Burrow","Dwellings","Luna Lovegood","Female","Ravenclaw","Human","Oh, I've interrupted a deep thought, haven't I?  I can see it growing smaller in your eyes.","Oh, I've interrupted a deep thought, haven't I?  I can see it growing smaller in your eyes.","oh ive interrupted  deep thought havent    can see  growing smaller   ey"
5869,"Harry Potter and the Deathly Hallows Part 1",5,188,"The Burrow","Dwellings","Ron Weasley","Male","Gryffindor","Human","Hey ya -- Well... thanks.","Hey ya -- Well... thanks.","hey ya  well thank"
